,Category,Year,Zipcode,no crime of type,no in zipcode total,no in year total,% in zipcode total,% of type
2674,DRUG/NARCOTIC,2016,94121.0,20,1655,72504,0.0228263268233,0.012084592145
2675,DRUG/NARCOTIC,2016,94122.0,13,1962,72504,0.0270605759682,0.00662589194699
2676,DRUG/NARCOTIC,2016,94123.0,23,1795,72504,0.0247572547722,0.0128133704735
2677,DRUG/NARCOTIC,2016,94124.0,151,4324,72504,0.059638088933,0.0349213691027
2678,DRUG/NARCOTIC,2016,94127.0,2,649,72504,0.00895123027695,0.00308166409861
2679,DRUG/NARCOTIC,2016,94131.0,11,1008,72504,0.0139026812314,0.0109126984127
2680,DRUG/NARCOTIC,2016,94132.0,22,1601,72504,0.0220815403288,0.0137414116177
2681,DRUG/NARCOTIC,2016,94133.0,41,3412,72504,0.0470594725808,0.0120164126612
2682,DRUG/NARCOTIC,2016,94134.0,24,1580,72504,0.0217919011365,0.0151898734177
2683,DRUG/NARCOTIC,2016,94158.0,6,443,72504,0.00611000772371,0.0135440180587
2684,DRUNKENNESS,2003,94102.0,115,17910,149145,0.120084481545,0.00642099385818
2685,DRUNKENNESS,2003,94103.0,70,17445,149145,0.116966710248,0.00401261106334
2686,DRUNKENNESS,2003,94104.0,11,1114,149145,0.00746924134232,0.00987432675045
2687,DRUNKENNESS,2003,94105.0,11,2638,149145,0.0176874853331,0.00416982562547
2688,DRUNKENNESS,2003,94107.0,33,6701,149145,0.0449294310905,0.00492463811371
2689,DRUNKENNESS,2003,94108.0,19,4313,149145,0.0289181668846,0.00440528634361
2690,DRUNKENNESS,2003,94109.0,33,12563,149145,0.0842334640786,0.00262676112394
2691,DRUNKENNESS,2003,94110.0,84,17182,149145,0.115203325623,0.00488883715516
2692,DRUNKENNESS,2003,94111.0,11,2258,149145,0.0151396292199,0.00487156775908
2693,DRUNKENNESS,2003,94112.0,18,7746,149145,0.0519360354018,0.00232378001549
2694,DRUNKENNESS,2003,94114.0,13,4161,149145,0.0278990244393,0.00312424897861
2695,DRUNKENNESS,2003,94115.0,15,6435,149145,0.0431459318113,0.002331002331
2696,DRUNKENNESS,2003,94116.0,3,2167,149145,0.0145294847296,0.00138440239963
2697,DRUNKENNESS,2003,94117.0,68,5344,149145,0.0358309028127,0.0127245508982
2698,DRUNKENNESS,2003,94118.0,18,4197,149145,0.0281404002816,0.00428877769836
2699,DRUNKENNESS,2003,94121.0,7,2618,149145,0.0175533876429,0.00267379679144
2700,DRUNKENNESS,2003,94122.0,11,3701,149145,0.0248147775655,0.00297216968387
2701,DRUNKENNESS,2003,94123.0,7,2885,149145,0.0193435918066,0.00242634315425
2702,DRUNKENNESS,2003,94124.0,17,10528,149145,0.0705890241041,0.00161474164134
2703,DRUNKENNESS,2003,94127.0,1,1313,149145,0.00880351335948,0.000761614623001
2704,DRUNKENNESS,2003,94131.0,3,2282,149145,0.0153005464481,0.00131463628396
2705,DRUNKENNESS,2003,94132.0,5,3250,149145,0.0217908746522,0.00153846153846
2706,DRUNKENNESS,2003,94133.0,71,4755,149145,0.0318817258373,0.0149316508938
2707,DRUNKENNESS,2003,94134.0,12,4546,149145,0.030480404975,0.00263968323801
2708,DRUNKENNESS,2003,94158.0,6,803,149145,0.00538402226022,0.00747198007472
2709,DRUNKENNESS,2004,94102.0,66,17564,148110,0.118587536291,0.00375768617627
2710,DRUNKENNESS,2004,94103.0,60,17094,148110,0.115414219161,0.00351000351
2711,DRUNKENNESS,2004,94104.0,7,1013,148110,0.00683951117413,0.00691016781836
2712,DRUNKENNESS,2004,94105.0,10,2317,148110,0.0156437782729,0.00431592576608
2713,DRUNKENNESS,2004,94107.0,27,6778,148110,0.0457632840456,0.00398347595161
2714,DRUNKENNESS,2004,94108.0,12,4166,148110,0.0281277428938,0.00288046087374
2715,DRUNKENNESS,2004,94109.0,52,12175,148110,0.0822024171224,0.00427104722793
2716,DRUNKENNESS,2004,94110.0,86,17392,148110,0.117426237256,0.00494480220791
2717,DRUNKENNESS,2004,94111.0,18,2222,148110,0.0150023631085,0.00810081008101
2718,DRUNKENNESS,2004,94112.0,17,7734,148110,0.0522179461211,0.00219808637186
2719,DRUNKENNESS,2004,94114.0,28,4069,148110,0.0274728242522,0.00688129761612
2720,DRUNKENNESS,2004,94115.0,11,5844,148110,0.0394571602188,0.00188227241615
2721,DRUNKENNESS,2004,94116.0,1,2608,148110,0.0176085341976,0.000383435582822
2722,DRUNKENNESS,2004,94117.0,70,5510,148110,0.0372020795355,0.0127041742287
2723,DRUNKENNESS,2004,94118.0,9,4011,148110,0.027081223415,0.00224382946896
2724,DRUNKENNESS,2004,94121.0,4,2870,148110,0.0193774897036,0.001393728223
2725,DRUNKENNESS,2004,94122.0,10,3996,148110,0.0269799473364,0.0025025025025
2726,DRUNKENNESS,2004,94123.0,14,2905,148110,0.0196138005536,0.00481927710843
2727,DRUNKENNESS,2004,94124.0,24,10905,148110,0.0736277091351,0.00220082530949
2728,DRUNKENNESS,2004,94127.0,2,1370,148110,0.00924988184457,0.0014598540146
2729,DRUNKENNESS,2004,94131.0,4,2388,148110,0.0161231517116,0.00167504187605
2730,DRUNKENNESS,2004,94132.0,1,3129,148110,0.0211261899939,0.000319590923618
2731,DRUNKENNESS,2004,94133.0,59,4821,148110,0.0325501316589,0.0122381248704
2732,DRUNKENNESS,2004,94134.0,7,4401,148110,0.0297144014584,0.00159054760282
2733,DRUNKENNESS,2004,94158.0,1,561,148110,0.00378772533927,0.0017825311943
2734,DRUNKENNESS,2005,94102.0,53,16717,142112,0.117632571493,0.00317042531555
2735,DRUNKENNESS,2005,94103.0,66,16612,142112,0.116893717631,0.00397303154346
2736,DRUNKENNESS,2005,94104.0,3,986,142112,0.00693818959694,0.00304259634888
2737,DRUNKENNESS,2005,94105.0,11,2215,142112,0.0155862981311,0.00496613995485
2738,DRUNKENNESS,2005,94107.0,22,6896,142112,0.0485251069579,0.00319025522042
2739,DRUNKENNESS,2005,94108.0,6,3880,142112,0.0273024093673,0.00154639175258
2740,DRUNKENNESS,2005,94109.0,48,11877,142112,0.0835749268183,0.00404142460217
2741,DRUNKENNESS,2005,94110.0,105,16092,142112,0.11323463184,0.0065249813572
2742,DRUNKENNESS,2005,94111.0,12,1893,142112,0.0133204796217,0.00633914421553
2743,DRUNKENNESS,2005,94112.0,11,7662,142112,0.0539152217969,0.00143565648656
2744,DRUNKENNESS,2005,94114.0,13,3920,142112,0.0275838775051,0.00331632653061
2745,DRUNKENNESS,2005,94115.0,16,6001,142112,0.0422272573745,0.00266622229628
2746,DRUNKENNESS,2005,94116.0,28,2685,142112,0.0188935487503,0.0104283054004
2747,DRUNKENNESS,2005,94117.0,56,5508,142112,0.038758162576,0.0101670297749
2748,DRUNKENNESS,2005,94118.0,11,3799,142112,0.0267324363882,0.00289549881548
2749,DRUNKENNESS,2005,94121.0,4,2428,142112,0.0170851159649,0.00164744645799
2750,DRUNKENNESS,2005,94122.0,45,3759,142112,0.0264509682504,0.0119712689545
2751,DRUNKENNESS,2005,94123.0,13,3022,142112,0.0212649178113,0.0043017868961
2752,DRUNKENNESS,2005,94124.0,32,9893,142112,0.0696141071831,0.00323461033054
2753,DRUNKENNESS,2005,94127.0,10,1258,142112,0.00885217293402,0.00794912559618
2754,DRUNKENNESS,2005,94131.0,3,2153,142112,0.0151500225175,0.00139340455179
2755,DRUNKENNESS,2005,94132.0,4,2961,142112,0.0208356789011,0.00135089496792
2756,DRUNKENNESS,2005,94133.0,52,4897,142112,0.034458736771,0.0106187461711
2757,DRUNKENNESS,2005,94134.0,10,4240,142112,0.0298356226075,0.00235849056604
2758,DRUNKENNESS,2005,94158.0,2,446,142112,0.00313836973655,0.00448430493274
2759,DRUNKENNESS,2006,94102.0,76,16965,137853,0.123065874519,0.00447981137636
2760,DRUNKENNESS,2006,94103.0,77,16543,137853,0.120004642627,0.00465453666203
2761,DRUNKENNESS,2006,94104.0,3,904,137853,0.00655771002445,0.0033185840708
2762,DRUNKENNESS,2006,94105.0,11,2293,137853,0.0166336604934,0.00479720889664
2763,DRUNKENNESS,2006,94107.0,32,5766,137853,0.0418271637179,0.00554977454041
2764,DRUNKENNESS,2006,94108.0,7,3837,137853,0.0278339970839,0.0018243419338
2765,DRUNKENNESS,2006,94109.0,47,11966,137853,0.0868026085758,0.00392779542036
2766,DRUNKENNESS,2006,94110.0,99,15373,137853,0.111517340936,0.00643986209588
2767,DRUNKENNESS,2006,94111.0,14,1996,137853,0.0144791916026,0.00701402805611
2768,DRUNKENNESS,2006,94112.0,35,7200,137853,0.0522295488673,0.00486111111111
2769,DRUNKENNESS,2006,94114.0,19,3762,137853,0.0272899392831,0.00505050505051
2770,DRUNKENNESS,2006,94115.0,22,6103,137853,0.044271796769,0.0036047845322
2771,DRUNKENNESS,2006,94116.0,14,2396,137853,0.0173808332064,0.00584307178631
2772,DRUNKENNESS,2006,94117.0,62,5229,137853,0.0379317098649,0.011856951616
2773,DRUNKENNESS,2006,94118.0,6,3523,137853,0.0255562084249,0.00170309395402
2774,DRUNKENNESS,2006,94121.0,5,2058,137853,0.0149289460512,0.00242954324587
2775,DRUNKENNESS,2006,94122.0,42,3395,137853,0.0246276831117,0.0123711340206
2776,DRUNKENNESS,2006,94123.0,13,2671,137853,0.019375711809,0.00486709097716
2777,DRUNKENNESS,2006,94124.0,31,10290,137853,0.0746447302561,0.00301263362488
2778,DRUNKENNESS,2006,94127.0,3,1314,137853,0.00953189266828,0.00228310502283
2779,DRUNKENNESS,2006,94129.0,1,76,137853,0.00055131190471,0.0131578947368
2780,DRUNKENNESS,2006,94131.0,4,2066,137853,0.0149869788833,0.00193610842207
2781,DRUNKENNESS,2006,94132.0,6,2797,137853,0.0202897289141,0.00214515552378
2782,DRUNKENNESS,2006,94133.0,62,4831,137853,0.0350445764691,0.0128337818257
2783,DRUNKENNESS,2006,94134.0,12,3966,137853,0.0287697765011,0.00302571860817
2784,DRUNKENNESS,2007,94102.0,66,19282,137639,0.140091107898,0.00342288144383
2785,DRUNKENNESS,2007,94103.0,91,17163,137639,0.124695762102,0.00530210336188
2786,DRUNKENNESS,2007,94104.0,2,860,137639,0.00624822906298,0.00232558139535
2787,DRUNKENNESS,2007,94105.0,11,2205,137639,0.0160201687022,0.00498866213152
2788,DRUNKENNESS,2007,94107.0,30,5786,137639,0.0420375039051,0.0051849291393
2789,DRUNKENNESS,2007,94108.0,16,3863,137639,0.028066173105,0.00414185865907
2790,DRUNKENNESS,2007,94109.0,39,11842,137639,0.0860366611208,0.00329336260767
2791,DRUNKENNESS,2007,94110.0,147,15374,137639,0.111697992575,0.00956159750228
2792,DRUNKENNESS,2007,94111.0,7,1918,137639,0.013935003887,0.0036496350365
2793,DRUNKENNESS,2007,94112.0,23,7442,137639,0.0540689775427,0.00309056705187
2794,DRUNKENNESS,2007,94114.0,16,3288,137639,0.023888578092,0.00486618004866
2795,DRUNKENNESS,2007,94115.0,10,5152,137639,0.0374312513169,0.00194099378882
2796,DRUNKENNESS,2007,94116.0,15,2164,137639,0.0157222880143,0.00693160813309
2797,DRUNKENNESS,2007,94117.0,52,4945,137639,0.0359273171122,0.0105156723964
2798,DRUNKENNESS,2007,94118.0,17,3605,137639,0.0261917043861,0.00471567267684
2799,DRUNKENNESS,2007,94121.0,6,2210,137639,0.0160564956153,0.0027149321267
2800,DRUNKENNESS,2007,94122.0,27,3210,137639,0.0233218782467,0.00841121495327
2801,DRUNKENNESS,2007,94123.0,12,2623,137639,0.0190570986421,0.00457491422036
2802,DRUNKENNESS,2007,94124.0,24,9743,137639,0.0707866229775,0.00246330698963
2803,DRUNKENNESS,2007,94127.0,4,1075,137639,0.00781028632873,0.00372093023256
2804,DRUNKENNESS,2007,94131.0,2,1727,137639,0.0125473158044,0.0011580775912
2805,DRUNKENNESS,2007,94132.0,5,2459,137639,0.0178655758906,0.00203334688898
2806,DRUNKENNESS,2007,94133.0,45,4891,137639,0.0355349864501,0.00920057248007
2807,DRUNKENNESS,2007,94134.0,4,4081,137639,0.0296500265186,0.000980151923548
2808,DRUNKENNESS,2008,94102.0,110,20964,141311,0.148353631352,0.00524709024995
2809,DRUNKENNESS,2008,94103.0,101,16126,141311,0.114117089257,0.00626317747737
2810,DRUNKENNESS,2008,94104.0,4,925,141311,0.00654584568788,0.00432432432432
2811,DRUNKENNESS,2008,94105.0,14,2334,141311,0.0165167609033,0.00599828620394
2812,DRUNKENNESS,2008,94107.0,30,6110,141311,0.0432379644897,0.00490998363339
2813,DRUNKENNESS,2008,94108.0,9,3970,141311,0.0280940620334,0.00226700251889
2814,DRUNKENNESS,2008,94109.0,42,11796,141311,0.0834754548478,0.00356052899288
2815,DRUNKENNESS,2008,94110.0,141,16644,141311,0.117782762842,0.00847152126893
2816,DRUNKENNESS,2008,94111.0,10,1996,141311,0.014124873506,0.00501002004008
2817,DRUNKENNESS,2008,94112.0,17,7208,141311,0.0510080602359,0.00235849056604
2818,DRUNKENNESS,2008,94114.0,20,3511,141311,0.0248459072542,0.00569638279692
2819,DRUNKENNESS,2008,94115.0,17,5271,141311,0.037300705536,0.00322519446025
2820,DRUNKENNESS,2008,94116.0,12,2571,141311,0.0181939127173,0.0046674445741
2821,DRUNKENNESS,2008,94117.0,38,4681,141311,0.0331255174756,0.00811792352062
2822,DRUNKENNESS,2008,94118.0,10,3537,141311,0.0250298985925,0.00282725473565
2823,DRUNKENNESS,2008,94121.0,11,2483,141311,0.0175711728032,0.00443012484897
2824,DRUNKENNESS,2008,94122.0,17,3687,141311,0.0260913870824,0.00461079468402
2825,DRUNKENNESS,2008,94123.0,15,2764,141311,0.0195596945744,0.00542691751085
2826,DRUNKENNESS,2008,94124.0,15,9864,141311,0.0698034830976,0.00152068126521
2827,DRUNKENNESS,2008,94127.0,4,1094,141311,0.00774178938653,0.0036563071298
2828,DRUNKENNESS,2008,94131.0,4,1773,141311,0.0125467939509,0.00225606316977
2829,DRUNKENNESS,2008,94132.0,10,2446,141311,0.0173093389757,0.00408830744072
2830,DRUNKENNESS,2008,94133.0,53,4857,141311,0.0343709973038,0.0109120856496
2831,DRUNKENNESS,2008,94134.0,6,4017,141311,0.0284266617602,0.00149365197909
2832,DRUNKENNESS,2009,94005.0,1,39,139860,0.00027885027885,0.025641025641
2833,DRUNKENNESS,2009,94102.0,154,21141,139860,0.151158301158,0.00728442363181
2834,DRUNKENNESS,2009,94103.0,100,16786,139860,0.12002002002,0.00595734540689
2835,DRUNKENNESS,2009,94104.0,2,950,139860,0.00679250679251,0.00210526315789
2836,DRUNKENNESS,2009,94105.0,18,2493,139860,0.017824967825,0.0072202166065
2837,DRUNKENNESS,2009,94107.0,37,5780,139860,0.041327041327,0.00640138408304
2838,DRUNKENNESS,2009,94108.0,13,3872,139860,0.0276848276848,0.00335743801653
2839,DRUNKENNESS,2009,94109.0,50,11604,139860,0.0829686829687,0.00430885901413
2840,DRUNKENNESS,2009,94110.0,106,15629,139860,0.111747461747,0.00678226374048
2841,DRUNKENNESS,2009,94111.0,16,1918,139860,0.0137137137137,0.00834202294056
2842,DRUNKENNESS,2009,94112.0,20,7206,139860,0.051522951523,0.00277546489037
2843,DRUNKENNESS,2009,94114.0,18,3570,139860,0.0255255255255,0.00504201680672
2844,DRUNKENNESS,2009,94115.0,15,4848,139860,0.0346632346632,0.00309405940594
2845,DRUNKENNESS,2009,94116.0,12,2323,139860,0.0166094666095,0.0051657339647
2846,DRUNKENNESS,2009,94117.0,88,5175,139860,0.0370012870013,0.0170048309179
2847,DRUNKENNESS,2009,94118.0,16,3751,139860,0.0268196768197,0.00426552919222
2848,DRUNKENNESS,2009,94121.0,9,2315,139860,0.0165522665523,0.00388768898488
2849,DRUNKENNESS,2009,94122.0,16,3338,139860,0.0238667238667,0.00479328939485
2850,DRUNKENNESS,2009,94123.0,8,2895,139860,0.0206992706993,0.0027633851468
2851,DRUNKENNESS,2009,94124.0,21,9583,139860,0.0685185185185,0.00219138056976
2852,DRUNKENNESS,2009,94127.0,1,1239,139860,0.00885885885886,0.000807102502018
2853,DRUNKENNESS,2009,94131.0,6,1754,139860,0.0125411125411,0.00342075256556
2854,DRUNKENNESS,2009,94132.0,15,2500,139860,0.017875017875,0.006
2855,DRUNKENNESS,2009,94133.0,54,4645,139860,0.0332117832118,0.0116254036598
2856,DRUNKENNESS,2009,94134.0,6,3843,139860,0.0274774774775,0.0015612802498
2857,DRUNKENNESS,2009,94158.0,2,419,139860,0.00299585299585,0.00477326968974
2858,DRUNKENNESS,2010,94014.0,1,162,133525,0.00121325594458,0.00617283950617
2859,DRUNKENNESS,2010,94102.0,147,17621,133525,0.131967796293,0.00834231882413
2860,DRUNKENNESS,2010,94103.0,92,18562,133525,0.139015165699,0.00495636246094
2861,DRUNKENNESS,2010,94104.0,7,926,133525,0.00693503089309,0.00755939524838
2862,DRUNKENNESS,2010,94105.0,19,2725,133525,0.0204081632653,0.00697247706422
2863,DRUNKENNESS,2010,94107.0,30,6198,133525,0.0464182737315,0.00484027105518
2864,DRUNKENNESS,2010,94108.0,20,3838,133525,0.0287436809586,0.00521104742053
2865,DRUNKENNESS,2010,94109.0,45,10601,133525,0.0793933720277,0.00424488255825
2866,DRUNKENNESS,2010,94110.0,88,14683,133525,0.109964426137,0.00599332561466
2867,DRUNKENNESS,2010,94111.0,9,1704,133525,0.0127616551208,0.00528169014085
2868,DRUNKENNESS,2010,94112.0,17,7030,133525,0.0526493166074,0.00241820768137
2869,DRUNKENNESS,2010,94114.0,27,3488,133525,0.0261224489796,0.00774082568807
2870,DRUNKENNESS,2010,94115.0,19,4630,133525,0.0346751544655,0.00410367170626
2871,DRUNKENNESS,2010,94116.0,7,2046,133525,0.015322973226,0.00342130987292
2872,DRUNKENNESS,2010,94117.0,52,4520,133525,0.0338513387006,0.0115044247788
2873,DRUNKENNESS,2010,94118.0,16,3474,133525,0.0260175997004,0.00460564191134
2874,DRUNKENNESS,2010,94121.0,8,2355,133525,0.0176371466018,0.00339702760085
2875,DRUNKENNESS,2010,94122.0,14,3123,133525,0.0233888784872,0.00448286903618
2876,DRUNKENNESS,2010,94123.0,8,2358,133525,0.0176596143044,0.00339270568278
2877,DRUNKENNESS,2010,94124.0,24,9626,133525,0.0720913686576,0.00249324745481
2878,DRUNKENNESS,2010,94127.0,5,1011,133525,0.00757161580228,0.00494559841741
2879,DRUNKENNESS,2010,94131.0,2,1786,133525,0.0133757723273,0.00111982082867
2880,DRUNKENNESS,2010,94132.0,2,2289,133525,0.0171428571429,0.00087374399301
2881,DRUNKENNESS,2010,94133.0,34,4242,133525,0.0317693315858,0.00801508722301
2882,DRUNKENNESS,2010,94134.0,11,3910,133525,0.0292829058229,0.00281329923274
2883,DRUNKENNESS,2010,94158.0,2,488,133525,0.00365474630219,0.00409836065574
2884,DRUNKENNESS,2011,94102.0,112,16828,132699,0.126813314343,0.00665557404326
2885,DRUNKENNESS,2011,94103.0,85,17178,132699,0.129450862478,0.00494818954477
2886,DRUNKENNESS,2011,94104.0,6,986,132699,0.0074303498896,0.00608519269777
2887,DRUNKENNESS,2011,94105.0,26,3031,132699,0.0228411668513,0.00857802705378
2888,DRUNKENNESS,2011,94107.0,41,5922,132699,0.0446273144485,0.00692333671057
2889,DRUNKENNESS,2011,94108.0,14,4097,132699,0.0308743848861,0.00341713448865
2890,DRUNKENNESS,2011,94109.0,25,9883,132699,0.0744768234877,0.00252959627643
2891,DRUNKENNESS,2011,94110.0,75,14232,132699,0.107250243031,0.00526981450253
2892,DRUNKENNESS,2011,94111.0,8,1762,132699,0.013278170898,0.00454029511918
2893,DRUNKENNESS,2011,94112.0,18,6655,132699,0.0501510938289,0.00270473328325
2894,DRUNKENNESS,2011,94114.0,32,3739,132699,0.0281765499363,0.00855843808505
2895,DRUNKENNESS,2011,94115.0,6,5289,132699,0.0398571202496,0.00113442994895
2896,DRUNKENNESS,2011,94116.0,9,2302,132699,0.0173475308782,0.00390964378801
2897,DRUNKENNESS,2011,94117.0,44,4691,132699,0.0353506808642,0.00937966318482
2898,DRUNKENNESS,2011,94118.0,17,3387,132699,0.0255239300974,0.00501919102451
2899,DRUNKENNESS,2011,94121.0,9,2446,132699,0.0184326935395,0.00367947669665
2900,DRUNKENNESS,2011,94122.0,15,3502,132699,0.0263905530562,0.00428326670474
2901,DRUNKENNESS,2011,94123.0,9,2474,132699,0.0186436973903,0.00363783346807
2902,DRUNKENNESS,2011,94124.0,48,9933,132699,0.0748536160785,0.0048323769254
2903,DRUNKENNESS,2011,94127.0,4,1188,132699,0.00895259195623,0.003367003367
2904,DRUNKENNESS,2011,94131.0,3,1841,132699,0.0138735031914,0.00162954915807
2905,DRUNKENNESS,2011,94132.0,7,2474,132699,0.0186436973903,0.00282942603072
2906,DRUNKENNESS,2011,94133.0,34,4551,132699,0.0342956616101,0.00747088551967
2907,DRUNKENNESS,2011,94134.0,4,3686,132699,0.0277771497901,0.00108518719479
2908,DRUNKENNESS,2011,94158.0,1,317,132699,0.00238886502536,0.00315457413249
2909,DRUNKENNESS,2012,94102.0,90,16918,140856,0.120108479582,0.00531977775151
2910,DRUNKENNESS,2012,94103.0,92,17623,140856,0.125113591185,0.00522045054758
2911,DRUNKENNESS,2012,94104.0,6,1128,140856,0.00800817856534,0.00531914893617
2912,DRUNKENNESS,2012,94105.0,11,3034,140856,0.0215397285171,0.00362557679631
2913,DRUNKENNESS,2012,94107.0,27,7084,140856,0.0502924973022,0.00381140598532
2914,DRUNKENNESS,2012,94108.0,15,4366,140856,0.0309961946953,0.00343563902886
2915,DRUNKENNESS,2012,94109.0,31,10246,140856,0.0727409553019,0.00302557095452
2916,DRUNKENNESS,2012,94110.0,81,14572,140856,0.103453172034,0.00555860554488
2917,DRUNKENNESS,2012,94111.0,6,1970,140856,0.013985914693,0.00304568527919
2918,DRUNKENNESS,2012,94112.0,18,6870,140856,0.0487732151985,0.00262008733624
2919,DRUNKENNESS,2012,94114.0,25,4245,140856,0.0301371613563,0.00588928150766
2920,DRUNKENNESS,2012,94115.0,9,5571,140856,0.03955103084,0.0016155088853
2921,DRUNKENNESS,2012,94116.0,7,2342,140856,0.0166269097518,0.00298889837746
2922,DRUNKENNESS,2012,94117.0,44,5558,140856,0.0394587380019,0.00791651673264
2923,DRUNKENNESS,2012,94118.0,22,4185,140856,0.0297111944113,0.005256869773
2924,DRUNKENNESS,2012,94121.0,11,2699,140856,0.0191614130743,0.00407558354946
2925,DRUNKENNESS,2012,94122.0,15,3481,140856,0.0247131822571,0.00430910657857
2926,DRUNKENNESS,2012,94123.0,5,2804,140856,0.019906855228,0.00178316690442
2927,DRUNKENNESS,2012,94124.0,56,10123,140856,0.0718677230647,0.00553195692976
2928,DRUNKENNESS,2012,94131.0,3,2028,140856,0.0143976827398,0.00147928994083
2929,DRUNKENNESS,2012,94132.0,15,2922,140856,0.0207445902198,0.00513347022587
2930,DRUNKENNESS,2012,94133.0,46,5137,140856,0.0364698699381,0.00895464278762
2931,DRUNKENNESS,2012,94134.0,6,3832,140856,0.0272050888851,0.00156576200418
2932,DRUNKENNESS,2012,94158.0,3,500,140856,0.00354972454138,0.006
2933,DRUNKENNESS,2013,94014.0,1,163,152811,0.00106667713712,0.00613496932515
2934,DRUNKENNESS,2013,94102.0,193,18855,152811,0.123387714235,0.010236011668
2935,DRUNKENNESS,2013,94103.0,207,20595,152811,0.134774329073,0.0100509832484
2936,DRUNKENNESS,2013,94104.0,3,1145,152811,0.00749291608588,0.00262008733624
2937,DRUNKENNESS,2013,94105.0,15,3334,152811,0.0218178010745,0.00449910017996
2938,DRUNKENNESS,2013,94107.0,45,7546,152811,0.0493812618202,0.00596342433077
2939,DRUNKENNESS,2013,94108.0,20,4795,152811,0.0313786311195,0.00417101147028
2940,DRUNKENNESS,2013,94109.0,40,11301,152811,0.0739541001629,0.0035395097779
2941,DRUNKENNESS,2013,94110.0,132,16090,152811,0.105293467093,0.00820385332505
2942,DRUNKENNESS,2013,94111.0,10,2114,152811,0.0138340826249,0.00473036896878
2943,DRUNKENNESS,2013,94112.0,15,7781,152811,0.0509191092264,0.00192777277985
2944,DRUNKENNESS,2013,94114.0,39,4601,152811,0.0301090890054,0.00847641816996
2945,DRUNKENNESS,2013,94115.0,13,6151,152811,0.0402523378553,0.00211347748334
2946,DRUNKENNESS,2013,94116.0,7,2407,152811,0.0157514838591,0.00290818446199
2947,DRUNKENNESS,2013,94117.0,45,6278,152811,0.0410834298578,0.00716788786238
2948,DRUNKENNESS,2013,94118.0,17,4332,152811,0.0283487445276,0.0039242843952
2949,DRUNKENNESS,2013,94121.0,11,3033,152811,0.0198480475882,0.00362677217277
2950,DRUNKENNESS,2013,94122.0,12,3455,152811,0.022609628888,0.00347322720695
2951,DRUNKENNESS,2013,94123.0,16,3006,152811,0.0196713587373,0.00532268795742
2952,DRUNKENNESS,2013,94124.0,48,9992,152811,0.0653879629084,0.00480384307446
2953,DRUNKENNESS,2013,94127.0,6,1301,152811,0.00851378500239,0.00461183704842
2954,DRUNKENNESS,2013,94131.0,3,2093,152811,0.0136966579631,0.00143334925944
2955,DRUNKENNESS,2013,94132.0,17,2793,152811,0.0182774800243,0.00608664518439
2956,DRUNKENNESS,2013,94133.0,33,5271,152811,0.0344935901211,0.00626067159932
2957,DRUNKENNESS,2013,94134.0,5,3673,152811,0.0240362277585,0.00136128505309
2958,DRUNKENNESS,2013,94158.0,1,530,152811,0.00346833670351,0.00188679245283
2959,DRUNKENNESS,2014,94102.0,84,17096,150149,0.113860232169,0.00491343004212
2960,DRUNKENNESS,2014,94103.0,82,19253,150149,0.128225962211,0.00425907650756
2961,DRUNKENNESS,2014,94104.0,2,1261,150149,0.00839832433116,0.00158604282316
2962,DRUNKENNESS,2014,94105.0,12,3768,150149,0.0250950722283,0.0031847133758
2963,DRUNKENNESS,2014,94107.0,28,7386,150149,0.0491911368041,0.00379095586244
2964,DRUNKENNESS,2014,94108.0,10,5479,150149,0.0364904195166,0.00182515057492
2965,DRUNKENNESS,2014,94109.0,31,11719,150149,0.0780491378564,0.00264527690076
2966,DRUNKENNESS,2014,94110.0,114,15133,150149,0.100786552025,0.00753320557722
2967,DRUNKENNESS,2014,94111.0,14,2446,150149,0.0162904847851,0.00572363041701
2968,DRUNKENNESS,2014,94112.0,19,7084,150149,0.0471798013973,0.00268210050819
2969,DRUNKENNESS,2014,94114.0,29,4437,150149,0.029550646358,0.00653594771242
2970,DRUNKENNESS,2014,94115.0,11,6260,150149,0.0416919193601,0.0017571884984
2971,DRUNKENNESS,2014,94116.0,5,2607,150149,0.0173627529987,0.00191791331032
2972,DRUNKENNESS,2014,94117.0,25,6188,150149,0.041212395687,0.00404007756949
2973,DRUNKENNESS,2014,94118.0,19,4232,150149,0.0281853358997,0.00448960302457
2974,DRUNKENNESS,2014,94121.0,9,2800,150149,0.0186481428448,0.00321428571429
2975,DRUNKENNESS,2014,94122.0,10,3686,150149,0.0245489480449,0.00271296798698
2976,DRUNKENNESS,2014,94123.0,12,3119,150149,0.0207726991189,0.00384738698301
2977,DRUNKENNESS,2014,94124.0,26,9471,150149,0.0630773431724,0.00274522225742
2978,DRUNKENNESS,2014,94127.0,3,1317,150149,0.00877128718806,0.00227790432802
2979,DRUNKENNESS,2014,94131.0,2,1925,150149,0.0128205982058,0.00103896103896
2980,DRUNKENNESS,2014,94132.0,14,2745,150149,0.0182818400389,0.00510018214936
2981,DRUNKENNESS,2014,94133.0,49,6131,150149,0.040832772779,0.00799217093459
2982,DRUNKENNESS,2014,94134.0,8,3667,150149,0.0244224070756,0.00218161985274
2983,DRUNKENNESS,2014,94158.0,2,591,150149,0.00393609015045,0.00338409475465
2984,DRUNKENNESS,2015,0.0,1,217,156111,0.00139003657654,0.00460829493088
