,Category,Year,Zipcode,no crime of type,no in zipcode total,no in year total,% in zipcode total,% of type
10264,SUSPICIOUS OCC,2011,94014.0,6,168,132699,0.00126602310492,0.0357142857143
10265,SUSPICIOUS OCC,2011,94102.0,750,16828,132699,0.126813314343,0.0445685761826
10266,SUSPICIOUS OCC,2011,94103.0,750,17178,132699,0.129450862478,0.0436604959832
10267,SUSPICIOUS OCC,2011,94104.0,51,986,132699,0.0074303498896,0.051724137931
10268,SUSPICIOUS OCC,2011,94105.0,89,3031,132699,0.0228411668513,0.0293632464533
10269,SUSPICIOUS OCC,2011,94107.0,268,5922,132699,0.0446273144485,0.0452549814252
10270,SUSPICIOUS OCC,2011,94108.0,139,4097,132699,0.0308743848861,0.0339272638516
10271,SUSPICIOUS OCC,2011,94109.0,452,9883,132699,0.0744768234877,0.0457351006779
10272,SUSPICIOUS OCC,2011,94110.0,603,14232,132699,0.107250243031,0.0423693086003
10273,SUSPICIOUS OCC,2011,94111.0,92,1762,132699,0.013278170898,0.0522133938706
10274,SUSPICIOUS OCC,2011,94112.0,298,6655,132699,0.0501510938289,0.0447783621337
10275,SUSPICIOUS OCC,2011,94114.0,159,3739,132699,0.0281765499363,0.0425247392351
10276,SUSPICIOUS OCC,2011,94115.0,291,5289,132699,0.0398571202496,0.0550198525241
10277,SUSPICIOUS OCC,2011,94116.0,138,2302,132699,0.0173475308782,0.0599478714162
10278,SUSPICIOUS OCC,2011,94117.0,207,4691,132699,0.0353506808642,0.0441270518013
10279,SUSPICIOUS OCC,2011,94118.0,181,3387,132699,0.0255239300974,0.0534396220844
10280,SUSPICIOUS OCC,2011,94121.0,149,2446,132699,0.0184326935395,0.0609157808667
10281,SUSPICIOUS OCC,2011,94122.0,184,3502,132699,0.0263905530562,0.0525414049115
10282,SUSPICIOUS OCC,2011,94123.0,123,2474,132699,0.0186436973903,0.0497170573969
10283,SUSPICIOUS OCC,2011,94124.0,614,9933,132699,0.0748536160785,0.0618141548374
10284,SUSPICIOUS OCC,2011,94127.0,60,1188,132699,0.00895259195623,0.0505050505051
10285,SUSPICIOUS OCC,2011,94129.0,2,36,132699,0.00027129066534,0.0555555555556
10286,SUSPICIOUS OCC,2011,94131.0,79,1841,132699,0.0138735031914,0.0429114611624
10287,SUSPICIOUS OCC,2011,94132.0,109,2474,132699,0.0186436973903,0.0440582053355
10288,SUSPICIOUS OCC,2011,94133.0,199,4551,132699,0.0342956616101,0.0437266534828
10289,SUSPICIOUS OCC,2011,94134.0,198,3686,132699,0.0277771497901,0.0537167661422
10290,SUSPICIOUS OCC,2011,94158.0,14,317,132699,0.00238886502536,0.0441640378549
10291,SUSPICIOUS OCC,2012,94005.0,4,37,140856,0.000262679616062,0.108108108108
10292,SUSPICIOUS OCC,2012,94014.0,8,179,140856,0.00127080138581,0.0446927374302
10293,SUSPICIOUS OCC,2012,94015.0,1,14,140856,9.93922871585e-05,0.0714285714286
10294,SUSPICIOUS OCC,2012,94102.0,616,16918,140856,0.120108479582,0.036410923277
10295,SUSPICIOUS OCC,2012,94103.0,701,17623,140856,0.125113591185,0.0397775634115
10296,SUSPICIOUS OCC,2012,94104.0,48,1128,140856,0.00800817856534,0.0425531914894
10297,SUSPICIOUS OCC,2012,94105.0,98,3034,140856,0.0215397285171,0.0323005932762
10298,SUSPICIOUS OCC,2012,94107.0,259,7084,140856,0.0502924973022,0.0365612648221
10299,SUSPICIOUS OCC,2012,94108.0,152,4366,140856,0.0309961946953,0.0348144754924
10300,SUSPICIOUS OCC,2012,94109.0,395,10246,140856,0.0727409553019,0.0385516299044
10301,SUSPICIOUS OCC,2012,94110.0,571,14572,140856,0.103453172034,0.0391847378534
10302,SUSPICIOUS OCC,2012,94111.0,80,1970,140856,0.013985914693,0.0406091370558
